user_id,tenant_company,tenant_first_name,tenant_name,owner_name,owner_email,tenant_gender,tenant_address,num_lot,monthly_rent,rent_balance,overdue_days,next_revision,end_date,nature,Départ
1,INFOLOGIC,Florence,SOUWEINE,Oumnia MONTANT,oumniamontant@gmail.com,F,104 Rue Ordener,0008,1010,0,0,2/6/2018,2/6/2020,Commercial 3 ans,2/6/2017
1,JALIN,Jean-Luc,AUCLAIR,Oumnia MONTANT,oumniamontant@gmail.com,F,104 Rue Ordener,0009,3840,0,0,4/26/2017,4/26/2019,Commercial 3 ans,4/26/2016
1,ALPHAGEC,Pierrick,LARRENDUCHE,Oumnia MONTANT,oumniamontant@gmail.com,F,104 Rue Ordener,0010,1100,0,0,10/18/2017,10/18/2019,Commercial 3 ans,10/18/2016
1,FAURE AUTOMATISME,Thomas,GUILLEMET,Oumnia MONTANT,oumniamontant@gmail.com,F,104 Rue Ordener,0011,4720,0,0,7/28/2017,7/28/2019,Commercial 3 ans,7/28/2016
1,PROPCO SAS,Gilles,HARDY,Oumnia MONTANT,oumniamontant@gmail.com,F,104 Rue Ordener,0012,2530,0,0,7/28/2017,7/28/2019,Commercial 3 ans,7/28/2016
1,MOULIN CHARPENTE,Pierre-Olivier,DIBOT,Oumnia MONTANT,oumniamontant@gmail.com,F,104 Rue Ordener,0013,3520,0,0,8/28/2017,8/28/2018,Commercial 3 ans,8/28/2015
1,HOREIGON,Stéphane,RÉGIMBEAU,Oumnia MONTANT,oumniamontant@gmail.com,F,104 Rue Ordener,0014,3990,0,0,10/29/2017,10/29/2018,Commercial 3 ans,10/29/2015
1,BANQUE MARZE,Veronique,ROUX,Oumnia MONTANT,oumniamontant@gmail.com,F,104 Rue Ordener,0015,1720,0,0,10/1/2017,10/1/2017,Commercial 3 ans,10/1/2014
1,CONSEILS RHONE ALPES PLANTEVIN ET A,Asma,OROS,Oumnia MONTANT,oumniamontant@gmail.com,F,104 Rue Ordener,0016,3570,0,0,12/1/2017,12/1/2018,Commercial 3 ans,12/1/2015
1,SUCHIER SAS,Sébastien,TRAHIN,Oumnia MONTANT,oumniamontant@gmail.com,F,104 Rue Ordener,0017,3980,0,0,5/16/2017,5/16/2018,Commercial 3 ans,5/16/2015
1,SEQUOIAS,Cyril,FROMENT,Oumnia MONTANT,oumniamontant@gmail.com,F,104 Rue Ordener,0018,3040,0,0,1/21/2018,12/1/2017,Commercial 3 ans,12/1/2014
1,LARGIER TECHNOLOGIE,Claude,GLUMINEAU,Oumnia MONTANT,oumniamontant@gmail.com,F,104 Rue Ordener,0019,1520,0,0,1/1/2016,1/10/2019,Commercial 3 ans,1/10/2016
1,C'PRO,Vincent,SICARD,Oumnia MONTANT,oumniamontant@gmail.com,F,104 Rue Ordener,0020,2990,0,0,12/1/2015,12/1/2018,Commercial 3 ans,12/1/2015
1,SELAS ROUVIERE EXPERTISE ET CONSEIL,Jean-Luc,COLIN,Oumnia MONTANT,oumniamontant@gmail.com,F,104 Rue Ordener,0021,1860,0,0,7/1/2017,7/1/2019,Commercial 3 ans,7/1/2016
1,CIC BANQUE LYONNAISE,Charles-Emmanuel,FRANQUIN,Oumnia MONTANT,oumniamontant@gmail.com,F,104 Rue Ordener,0022,4430,0,0,3/9/2018,3/9/2018,Commercial 3 ans,3/9/2015
1,VALCOM,Jean-Louis,GIRAUD,Oumnia MONTANT,oumniamontant@gmail.com,F,104 Rue Ordener,0023,1020,0,0,4/20/2017,4/20/2019,Commercial 3 ans,4/20/2016
1,cabinet leven,Frédéric,LAURENT,Oumnia MONTANT,oumniamontant@gmail.com,F,104 Rue Ordener,0024,4070,0,0,5/1/2017,5/1/2018,Commercial 3 ans,5/1/2015
1,apm ardennes,Jean,METAIS,Oumnia MONTANT,oumniamontant@gmail.com,F,104 Rue Ordener,0025,4890,0,0,3/22/2018,3/22/2019,Commercial 3 ans,3/22/2016
1,ARTI,Marie,MONNET,Oumnia MONTANT,oumniamontant@gmail.com,F,104 Rue Ordener,0026,3230,0,0,9/1/2017,9/1/2017,Commercial 3 ans,9/1/2014
1,AA COM AUX COMPTES,Olivier,WATELET,Oumnia MONTANT,oumniamontant@gmail.com,F,104 Rue Ordener,0028,3330,0,0,7/1/2017,7/1/2017,Commercial 3 ans,7/1/2014
1,METALBLANC,Gérard,NOISETTE,Oumnia MONTANT,oumniamontant@gmail.com,F,104 Rue Ordener,0030,4160,0,0,11/1/2017,11/1/2018,Commercial 3 ans,11/1/2015
1,ACBS+,Pierre,ROTHE,Oumnia MONTANT,oumniamontant@gmail.com,F,104 Rue Ordener,0032,2110,0,0,9/24/2017,9/24/2019,Commercial 3 ans,9/24/2016
1,DURBECQ TRANSPORTS ET LOGISTIQUE,Patrice,SOLE,Oumnia MONTANT,oumniamontant@gmail.com,F,104 Rue Ordener,0033,4030,0,0,9/24/2017,9/24/2019,Commercial 3 ans,9/24/2016
1,NEXANS FRANCE,Françoise Emmanuelle,BORGOLTZ,Oumnia MONTANT,oumniamontant@gmail.com,F,104 Rue Ordener,0039,880,0,0,4/1/2017,4/1/2018,Commercial 3 ans,4/1/2015
1,ISOPAC,Charles,DELEPLANQUE,Oumnia MONTANT,oumniamontant@gmail.com,F,104 Rue Ordener,0041,4670,0,0,10/16/2017,10/16/2017,Commercial 3 ans,10/16/2014
1,AFEIPH,Capucine,DELEPLANQUE,Oumnia MONTANT,oumniamontant@gmail.com,F,104 Rue Ordener,0042,980,0,0,2/26/2018,2/26/2019,Commercial 3 ans,2/26/2016
1,GS AVOCATS,Fabien,DERREUMAUX,Oumnia MONTANT,oumniamontant@gmail.com,F,104 Rue Ordener,0043,4450,0,0,2/26/2018,2/26/2019,Commercial 3 ans,2/26/2016
1,SA MAGASINS JEANTEUR,Ismael,DHERBECOURT,Oumnia MONTANT,oumniamontant@gmail.com,F,104 Rue Ordener,0040,40,0,0,6/1/2017,6/20/2019,Commercial 3 ans,6/20/2016
1,L'ARDENNAISE DES BOIS,François,RICHE,Maxime VANAVERBECK,maximevanaverbeck@gmail.com,F,105 RUE DE LA CONVENTION,0238,2370,0,0,9/1/2017,9/1/2017,Commercial 3 ans,9/1/2014
1,ERDF - GRDF UNITÉ CLIENTS ET FOURNISSEURS CHAMPAGNE-ARDENNE,Pit,RIMBAUD,Sylvain LETTER,sylvainletter@gmail.com,F,11 RUE EMILE DUCLAUX,0003,3050,0,0,4/1/2017,4/1/2019,Commercial 3 ans,4/1/2016
1,TARKETT FRANCE,Pierre-François,VILA,Sylvain LETTER,sylvainletter@gmail.com,F,11 RUE EMILE DUCLAUX,0004,4070,0,0,6/1/2017,6/1/2017,Commercial 3 ans,6/1/2014
1,NEXANS INTERFACE,Frank,PIGANEAU,Sylvain LETTER,sylvainletter@gmail.com,F,11 RUE EMILE DUCLAUX,0005,4600,0,0,12/31/2049,9/1/2019,Commercial 3 ans,9/1/2016
1,CANJAERE,Bertrand,ERULIN,Sylvain LETTER,sylvainletter@gmail.com,F,11 RUE EMILE DUCLAUX,0006,2590,0,0,3/1/2018,3/1/2019,Commercial 3 ans,3/1/2016
1,ARDEN EQUIPMENT,Régis,OLDRA,Sylvain LETTER,sylvainletter@gmail.com,F,11 RUE EMILE DUCLAUX,0009,3930,0,0,10/1/2017,10/1/2018,Commercial 3 ans,10/1/2015
1,SAS JFR,Nadine,FOUQUE,Sylvain LETTER,sylvainletter@gmail.com,F,11 RUE EMILE DUCLAUX,0010,2960,0,0,8/1/2017,8/1/2017,Commercial 3 ans,8/1/2014
1,ARBOR,Pierre,MORENO,Pierre BARAT,pierrebarat@gmail.com,F,11 RUE JEAN NICOT,0012,1230,0,0,1/29/2018,1/29/2018,Commercial 3 ans,1/29/2015
1,GROUPE ARDEN'VERINS,Thierry,SAINT AUBIN,Nathalie DURAND,nathaliedurand@gmail.com,F,110 RUE DE MONTREUIL,0001,4410,0,0,12/16/2017,12/16/2017,Commercial 3 ans,12/16/2014
1,BUSINESS TEAM,Laurie,BETREMIEUX,Karim RHAFES,karimrhafes@gmail.com,F,110 Rue Saint-Charles,0003,2730,0,0,9/1/2017,9/1/2018,Commercial 3 ans,9/1/2015
1,EJ EMEA,Jérôme,COMBE,Karim RHAFES,karimrhafes@gmail.com,F,110 Rue Saint-Charles,0004,3710,0,0,7/22/2017,7/22/2019,Commercial 3 ans,7/22/2016
1,KPMG SA,Pierre,LAUBIES,Karim RHAFES,karimrhafes@gmail.com,F,110 Rue Saint-Charles,0005,290,0,0,4/1/2017,4/1/2019,Commercial 3 ans,4/1/2016
1,norelem sas,Jean-Thierry,JALENQUES DE LABEAU,Karim RHAFES,karimrhafes@gmail.com,F,110 Rue Saint-Charles,0006,4120,0,0,1/1/2018,12/24/2018,Commercial 3 ans,12/24/2015
1,j&t strategie,Philippe,AGUERA,Karim RHAFES,karimrhafes@gmail.com,F,110 Rue Saint-Charles,0007,1520,0,0,4/1/2017,4/1/2017,Commercial 3 ans,4/1/2014
1,BDS ASSOCIES,Virginie,PARIS,Karim RHAFES,karimrhafes@gmail.com,F,110 Rue Saint-Charles,0008,3600,0,0,11/8/2017,11/8/2019,Commercial 3 ans,11/8/2016
1,SEDIS,Luis,ETIENNE,Karim RHAFES,karimrhafes@gmail.com,F,110 Rue Saint-Charles,0009,2870,0,0,7/5/2017,7/5/2019,Commercial 3 ans,7/5/2016
1,IFAC AVOCATS,Jean-Louis,SAVIN,Karim RHAFES,karimrhafes@gmail.com,F,110 Rue Saint-Charles,0010,1580,0,0,1/23/2018,1/23/2018,Commercial 3 ans,1/23/2015
1,CEPHAS IMMOBILIER,Karin,BOUVEROT,Karim RHAFES,karimrhafes@gmail.com,F,110 Rue Saint-Charles,0011,860,0,0,4/1/2017,4/1/2019,Commercial 3 ans,4/1/2016
1,UNION AUB./CHAMPAGNE DEVAUX,Jerome,GANGLOFF,Karim RHAFES,karimrhafes@gmail.com,F,110 Rue Saint-Charles,0012,2420,0,0,7/15/2017,7/15/2019,Commercial 3 ans,7/15/2016
1,GRAVOTECH MARKING SAS,François,CHESSE,Karim RHAFES,karimrhafes@gmail.com,F,110 Rue Saint-Charles,0013,4480,0,0,7/28/2017,7/28/2019,Commercial 3 ans,7/28/2016
1,KPMG,Letitia,LOZE,Karim RHAFES,karimrhafes@gmail.com,F,110 Rue Saint-Charles,0016,2130,0,0,11/24/2017,11/24/2017,Commercial 3 ans,11/24/2014
1,LAMBERT ENTREPRISE,Stephane,REMIGNON,Karim RHAFES,karimrhafes@gmail.com,F,110 Rue Saint-Charles,0201,4000,0,0,4/29/2017,4/29/2017,Commercial 3 ans,4/29/2014
1,GL FINANCES,Jeremie,SOENEN,Karim RHAFES,karimrhafes@gmail.com,F,110 Rue Saint-Charles,0401,4170,0,0,7/4/2017,7/4/2019,Commercial 3 ans,7/4/2016
1,ACODI,Charles,HURET,Mohamed MAZEAU,mohamedmazeau@gmail.com,F,115 Rue Raymond Losserand,0002,2490,0,0,11/1/2017,11/1/2019,Commercial 3 ans,11/1/2016
1,HMWC,Mickael,LESCANNE,Laurent CHEVILLARD,laurentchevillard@gmail.com,F,12 AVENUE RENE COTY,0003,4760,0,0,1/9/2018,1/9/2018,Commercial 3 ans,1/9/2015
1,MARTINE ROUSSEL VOYAGES SAS,Dominique,THOMAS,Laurent CHEVILLARD,laurentchevillard@gmail.com,F,12 AVENUE RENE COTY,0005,770,0,0,6/17/2017,6/17/2017,Commercial 3 ans,6/17/2014
1,NT BOIS,Philippe,PARARD,Laurent CHEVILLARD,laurentchevillard@gmail.com,F,12 AVENUE RENE COTY,0006,1110,0,0,9/23/2017,1/1/2018,Commercial 3 ans,1/1/2015
1,TIMBER PRODUCTIONS,Max Joël,GRUMMER,Laurent CHEVILLARD,laurentchevillard@gmail.com,F,12 AVENUE RENE COTY,0008,1360,0,0,10/21/2016,10/21/2017,Commercial 3 ans,10/21/2014
1,societe bellegardienne d'investissement,Jérôme,CHEVALIER,Laurent CHEVILLARD,laurentchevillard@gmail.com,F,12 AVENUE RENE COTY,0010,3450,0,0,4/1/2017,3/21/2020,Commercial 3 ans,3/21/2017
1,inconnu,Jean Francois,TRESANINI,Laurent CHEVILLARD,laurentchevillard@gmail.com,F,12 AVENUE RENE COTY,0012,3930,0,0,3/12/2018,3/12/2018,Commercial 3 ans,3/12/2015
1,CVB CABINET VINCENT BAUD,Rodolphe,FARINOLE,Laurent CHEVILLARD,laurentchevillard@gmail.com,F,12 AVENUE RENE COTY,0013,50,0,0,9/8/2017,9/8/2019,Commercial 3 ans,9/8/2016
1,MOTELEC INDUSTRIE,Franckie,PERRIN,Laurent CHEVILLARD,laurentchevillard@gmail.com,F,12 AVENUE RENE COTY,0009,4360,0,0,1/1/2018,1/1/2018,Commercial 3 ans,1/1/2015
1,MARTIPLAST,Armand,RERAT,Laurent CHEVILLARD,laurentchevillard@gmail.com,F,12 AVENUE RENE COTY,0011,2560,0,0,9/1/2017,9/1/2018,Commercial 3 ans,9/1/2015
1,CARPEL SA,Jérémie,VANCO,Pierre BEAUBELIQUE,pierrebeaubelique@gmail.com,F,12 Square du PORT ROYAL,1102,1510,0,0,8/1/2017,8/1/2017,Commercial 3 ans,8/1/2014
1,JOUETS ECOIFFIER,Christiane,ARNAUD,Patrick MAHE,patrickmahe@gmail.com,F,128 Rue de Vaugirard,0001,1650,16500,284,8/25/2017,8/25/2018,Commercial 3 ans,8/25/2015
1,ADB,Julien,LHERONDEL,Patrick MAHE,patrickmahe@gmail.com,F,128 Rue de Vaugirard,0001,3350,0,0,2/10/2018,2/10/2020,Commercial 3 ans,2/10/2017
1,SOFINEDA,Jean-Etienne,DUPREZ,Damien LE PAPE,damienlepape@gmail.com,F,13 RUE DUPLEIX (9016),0090,1010,0,0,7/1/2017,7/1/2020,Commercial 3 ans,7/1/2016
1,NARC-CY,Claire,ISTASSE,Thierry BEAUMONT,thierrybeaumont@gmail.com,F,13 Rue Ledion,0001,1490,0,0,11/1/2017,11/1/2017,Commercial 3 ans,11/1/2014
1,ETD,Claudine,CAZAUX,Erwan MERIENNE,erwanmerienne@gmail.com,F,13 Rue Robert Fleury,0001,4030,36270,259,9/27/2017,9/27/2019,Commercial 3 ans,9/27/2016
1,IDICE,Thierry,STETTEN-PIGASSE,Laurent FUMERON,laurentfumeron@gmail.com,F,14 Rue de Cadix,0001,2850,0,0,1/18/2018,1/18/2019,Commercial 3 ans,1/18/2016
1,RD MACHINES OUTILS,Arnaud,PAUMELLE,Herve MIKOLAJCZAK,hervemikolajczak@gmail.com,F,14 RUE EUGENE GIBEZ,0006,530,0,0,10/1/2017,10/1/2019,Commercial 3 ans,10/1/2016
1,CICAM,Bernard,DESANDRE,Herve MIKOLAJCZAK,hervemikolajczak@gmail.com,F,14 RUE EUGENE GIBEZ,0007,1730,0,0,8/1/2017,8/1/2018,Commercial 3 ans,8/1/2015
1,FROMAGERIE SEIGNEMARTIN SAS,Jean-Michel,BEILVERT,Herve MIKOLAJCZAK,hervemikolajczak@gmail.com,F,14 RUE EUGENE GIBEZ,0010,2820,0,0,5/11/2017,5/11/2017,Commercial 3 ans,5/11/2014
1,MARRON & ASSOCIES,Frédéric,BREBOIN,Herve MIKOLAJCZAK,hervemikolajczak@gmail.com,F,14 RUE EUGENE GIBEZ,0011,580,0,0,4/11/2017,4/11/2017,Commercial 3 ans,4/11/2014
1,SMP,Julien,ZELIE,Herve MIKOLAJCZAK,hervemikolajczak@gmail.com,F,14 RUE EUGENE GIBEZ,0012,1000,0,0,3/15/2018,12/1/2018,Commercial 3 ans,12/1/2015
1,ROVIP,Pascal,DEMARTIAL,Herve MIKOLAJCZAK,hervemikolajczak@gmail.com,F,14 RUE EUGENE GIBEZ,0013,4980,0,0,8/25/2017,8/25/2019,Commercial 3 ans,8/25/2016
1,P.X.L. SEALS SAS,Sandrine,CLERGET,Herve MIKOLAJCZAK,hervemikolajczak@gmail.com,F,14 RUE EUGENE GIBEZ,0014,4850,0,0,12/8/2017,12/8/2018,Commercial 3 ans,12/8/2015
1,IPC,François-Eric,BOEUF,Herve MIKOLAJCZAK,hervemikolajczak@gmail.com,F,14 RUE EUGENE GIBEZ,0015,1270,0,0,12/26/2017,7/1/2019,Commercial 3 ans,7/1/2016
1,GIROD MORETTI,Jean-Luc,DELACOUR,Herve MIKOLAJCZAK,hervemikolajczak@gmail.com,F,14 RUE EUGENE GIBEZ,0016,3420,0,0,6/1/2017,6/1/2018,Commercial 3 ans,6/1/2015
1,aarpi skbg & associes,Thomas,BOUDARD,Herve MIKOLAJCZAK,hervemikolajczak@gmail.com,F,14 RUE EUGENE GIBEZ,0017,2270,0,0,12/5/2017,12/5/2017,Commercial 3 ans,12/5/2014
1,apm,Joelle,DUJARDIN,Herve MIKOLAJCZAK,hervemikolajczak@gmail.com,F,14 RUE EUGENE GIBEZ,0018,2330,0,0,12/16/2017,12/16/2019,Commercial 3 ans,12/16/2016
1,MBA PROMOTION,Sophie,VANRHEE,Jean-Loic BLAIZEAU,jean-loicblaizeau@gmail.com,F,14-16 RUE LAGILLE,1656,1800,0,0,7/1/2017,7/1/2019,Commercial 3 ans,7/1/2016
1,ALSEAMAR,Franck-Eric,VERHAEGHE,Jean-Loic BLAIZEAU,jean-loicblaizeau@gmail.com,F,14-16 RUE LAGILLE,1669,3070,0,0,1/30/2018,1/30/2018,Commercial 3 ans,1/30/2015
1,YSY GROUP,Daniel,VAUXCLAIRS,Benoit HELAINE,benoithelaine@gmail.com,F,14/16 Rue de Reims,0001,1320,0,0,1/26/2018,1/26/2019,Commercial 3 ans,1/26/2016
1,NAWA TECHNOLOGIES SA,Julien,SCHERER,Benoit HELAINE,benoithelaine@gmail.com,F,14/16 Rue de Reims,0304,1660,0,0,12/30/2017,12/30/2019,Commercial 3 ans,12/30/2016
1,GROUPE OMNIUM,Guillaume,KORCHI,Thierry HALNA DU FRETAY,thierryhalnadufretay@gmail.com,F,148 RUE ROGER SALENGRO,0045,3550,0,0,8/23/2017,8/23/2019,Commercial 3 ans,8/23/2016
1,NOVRH,Anne,DELAFOSSE,Simon LEBRUN,simonlebrun@gmail.com,F,15 Av.Elisee Reclus,0005,3040,0,0,11/1/2017,11/1/2017,Commercial 3 ans,11/1/2014
1,S.2.C.,Gérard,GAUDILLOT,Roger EL BIED,rogerelbied@gmail.com,F,15 Rue Lagrange,0002,2790,0,0,8/11/2017,8/11/2019,Commercial 3 ans,8/11/2016
1,FINANCIERE GEM INDUSTRIE,Sophie,DEBRAIZE,Antoine GRENIER,antoinegrenier@gmail.com,F,16 Place du Commerce,0011,4970,0,0,5/19/2017,5/19/2017,Commercial 3 ans,5/19/2014
1,X INVEST,Antony,FAYAND,Isabelle COATANEA,isabellecoatanea@gmail.com,F,16 Rue d'Alembert,0001,1520,1520,20,4/1/2017,4/1/2018,Commercial 3 ans,4/1/2015
1,CAPSTAN,Matthieu,ROUGIER,Mathieu TOUHLALI,mathieutouhlali@gmail.com,F,16 RUE DU CHAMP DE MARS,0008,1320,0,0,1/29/2018,1/29/2018,Commercial 3 ans,1/29/2015
1,RAPHAEL MICHEL GROUP,Emmanuel,GRECH,Mathieu TOUHLALI,mathieutouhlali@gmail.com,F,16 RUE DU CHAMP DE MARS,0016,2080,0,0,9/2/2017,9/2/2019,Commercial 3 ans,9/2/2016
1,FRECHE PÈRE ET FILS,Jean François,SURIN,Mathieu TOUHLALI,mathieutouhlali@gmail.com,F,16 RUE DU CHAMP DE MARS,0035,4160,0,0,1/5/2018,1/5/2019,Commercial 3 ans,1/5/2016
1,DELOITTE ET ASSOCIES,Guillaume,HENRY,Anne MOREL,annemorel@gmail.com,F,16 Rue du Colisee,0004,1750,0,0,11/1/2017,11/1/2019,Commercial 3 ans,11/1/2016
1,CONSEIL PLUS GESTION,Francois,CHALMEY,Anne MOREL,annemorel@gmail.com,F,16 Rue du Colisee,0006,20,0,0,6/11/2017,6/11/2018,Commercial 3 ans,6/11/2015
1,MEDITERRANEENNE DE SALAISONS SAS,Gaelle,CHAPOTARD,Anne MOREL,annemorel@gmail.com,F,16 Rue du Colisee,0014,1840,0,0,12/1/2017,12/1/2018,Commercial 3 ans,12/1/2015
1,ULTEAM SAS,Yvon,PATOUX,Anne MOREL,annemorel@gmail.com,F,16 Rue du Colisee,0015,810,0,0,7/1/2017,6/19/2019,Commercial 3 ans,6/19/2016
1,MATANEL,Jean-Marc,CATERNET,Anne MOREL,annemorel@gmail.com,F,16 Rue du Colisee,0016,3970,0,0,6/1/2017,6/1/2017,Commercial 3 ans,6/1/2014
1,RICHARDSON,Bernard,CADU,Anne MOREL,annemorel@gmail.com,F,16 Rue du Colisee,0017,110,0,0,1/1/2018,1/1/2019,Commercial 3 ans,1/1/2016
1,REACTIS,Laurence,CORTOT,Anne MOREL,annemorel@gmail.com,F,16 Rue du Colisee,0018,4260,0,0,12/1/2017,12/1/2017,Commercial 3 ans,12/1/2014
1,GURKIN INVEST,Sylvain,RENAUDEAU,Anne MOREL,annemorel@gmail.com,F,16 Rue du Colisee,0019,2040,0,0,12/16/2017,12/16/2019,Commercial 3 ans,12/16/2016
1,SBM DEVELOPPEMENT,Xavier,BROUSSE,Anne MOREL,annemorel@gmail.com,F,16 Rue du Colisee,0020,570,0,0,10/1/2017,10/1/2017,Commercial 3 ans,10/1/2014
1,cerfrance normandie ouest,Pascal,DEMANGE,Anne MOREL,annemorel@gmail.com,F,16 Rue du Colisee,0021,4700,0,0,2/1/2018,2/1/2020,Commercial 3 ans,2/1/2017
1,inconnu,Edouard,ETIENNE,Anne MOREL,annemorel@gmail.com,F,16 Rue du Colisee,0022,2650,0,0,8/17/2017,8/17/2018,Commercial 3 ans,8/17/2015
1,ABSCIS - BERTIN CONSTRUCTION,Jean,HESSE,Anne MOREL,annemorel@gmail.com,F,16 Rue du Colisee,0023,1500,0,0,11/1/2017,10/18/2017,Commercial 3 ans,10/18/2014
1,KEOLIS,Louis,LECHNER,Anne MOREL,annemorel@gmail.com,F,16 Rue du Colisee,0024,4860,0,0,9/1/2017,9/1/2019,Commercial 3 ans,9/1/2016
1,CRÉDIT MUTUEL DE NORMANDIE,Christine,MERCIER,Anne MOREL,annemorel@gmail.com,F,16 Rue du Colisee,0025,990,0,0,10/1/2017,10/1/2019,Commercial 3 ans,10/1/2016
1,ASSISTECO,Pascal,PEDUZZI,Anne MOREL,annemorel@gmail.com,F,16 Rue du Colisee,0026,90,0,0,2/1/2018,2/1/2019,Commercial 3 ans,2/1/2016
1,SAINT-LOUIS SUCRE,Nadège,THIEBAUT,Anne MOREL,annemorel@gmail.com,F,16 Rue du Colisee,0027,4970,0,0,4/1/2017,4/1/2019,Commercial 3 ans,4/1/2016
1,FRANCE EQUIPEMENT DE VEHICULES,Bruno,BOUFFORT,Anne MOREL,annemorel@gmail.com,F,16 Rue du Colisee,0028,4800,0,0,2/1/2018,2/1/2018,Commercial 3 ans,2/1/2015
1,LÉA ET LÉO GROUPE,Sylvestre,SOINNE,Estelle BARRY,estellebarry@gmail.com,F,167 SAINT-CHARLES,0999,1320,0,0,5/1/2017,5/1/2015,Commercial 3 ans,5/1/2012
